Tokenized Statement,Label
"['Were', 'putting', 'our', 'great', 'coal', 'miners', 'back', 'to', 'work', '.']",barelytrue
"['Says', 'Joe', 'Biden', 'said', 'You', 'know', 'we', 'have', 'to', 'come', 'together', '.', 'That', 's', 'why', 'I', 'm', 'running', '.', 'I', 'm', 'running', 'as', 'a', 'proud', 'Democrat', 'for', 'the', 'Senate', '.', 'So', 'vote', 'Vote']",barelytrue
"['No', 'one', 'under', '20', 'has', 'died', 'of', 'COVID19', 'and', 'it', 'has', 'not', 'actually', 'been', 'determined', 'yet', 'that', 'anyone', 'under', '20', 'can', 'spread', 'it', 'to', 'an', 'older', 'person']",barelytrue
"['No', 'one', 'showed', 'up', 'for', 'this', 'Joe', 'Biden', 'and', 'Kamala', 'Harris', 'joint', 'campaign', 'event', 'in', 'Arizona', '.']",barelytrue
"['Video', 'from', '2019', 'shows', 'Kamala', 'Harris', 'caught', 'in', 'a', 'major', 'lie', 'about', 'fracking', 'during', 'the', '2020', 'vice', 'presidential', 'debate', '.']",barelytrue
"['During', 'the', 'debate', 'Kamala', 'Harris', 'said', 'that', 's', 'a', 'great', 'segway', 'to', 'the', 'next', 'question', 'suggesting', 'she', 'knew', 'the', 'next', 'question', '.']",barelytrue
"['Says', 'Dr.', 'Anthony', 'Fauci', 'said', 'of', 'Trumps', 'pandemic', 'response', 'I', 'ca', 'nt', 'imagine', 'that', ' ', 'anybody', 'could', 'be', 'doing', 'more', '.']",barelytrue
"['Says', 'Thom', 'Tillis', 'voted', 'against', 'a', 'pay', 'raise', 'for', 'a', 'military', 'while', 'voting', 'for', 'a', 'pay', 'raise', 'for', 'himself', '.']",barelytrue
"['When', 'Sara', 'Gideon', 'knew', 'the', 'truth', 'about', 'sexual', 'allegations', 'against', 'a', 'state', 'lawmaker', 'she', 'could', 'have', 'called', 'for', 'an', 'immediate', 'investigation', 'but', 'didntGideon', 'knew', 'for', 'months', 'using', 'her', 'power', 'to', 'cover', 'up', '.']",barelytrue
"['Says', 'Property', 'crime', 'rising', 'in', 'Austin', '.', 'This', 'is', 'the', 'kind', 'of', 'thing', 'that', 'happens', 'when', 'cities', 'defund', 'and', 'deemphasize', 'police', '.', 'Residents', 'are', 'left', 'to', 'fend', 'for', 'themselves', '.']",barelytrue
"['Eric', 'Esshaki', 'would', 'allow', 'insurance', 'companies', 'to', 'kick', 'people', 'with', 'a', 'preexisting', 'condition', 'off', 'their', 'plans', 'in', 'the', 'middle', 'of', 'a', 'pandemic', 'including', 'over', '100000', 'Michiganders', 'who', 'have', 'survived', 'COVID19', '.']",barelytrue
"['South', 'Dakota', 'Idaho', 'Florida', 'Tennessee', ' ', 'Georgia', 'are', 'now', 'mask', 'FREE']",barelytrue
"['Says', 'he', 'fights', 'for', 'everyone', 'with', 'a', 'preexisting', 'condition', '.']",barelytrue
"['I', 'brought', 'back', 'Big', 'Ten', 'football', '.']",barelytrue
"['Says', 'Susan', 'Collins', 'pushed', 'for', 'policies', 'that', 'benefited', 'her', 'husbands', 'lobbying', 'business', '.']",barelytrue
"['Our', 'governor', 'proposed', 'initially', 'a', '5', 'cut', 'across', 'the', 'board', 'of', 'state', 'government', '.']",barelytrue
"['President', 'Barack', 'Obama', 'and', 'Vice', 'President', 'Joe', 'Biden', 'left', 'me', '128', 'judges', 'to', 'fill', '.', 'You', 'just', 'do', 'nt', 'do', 'that', '.']",barelytrue
"['9871525', 'is', 'the', 'number', 'of', 'registered', 'voters', 'in', 'AZ', 'according', 'to', 'FB', '.', 'AZ', 'population', 'is', '7270000', '.']",barelytrue
"['President', 'Donald', 'Trumps', 'tax', 'returns', 'show', 'what', 'any', 'wealthy', 'persons', 'tax', 'history', 'is', 'if', 'you', 'can', 'believe', 'it', ' ', 'which', 'is', 'good', 'years', 'and', 'bad', 'years', 'years', 'of', 'immense', 'taxes', 'and', 'years', 'of', 'almost', 'no', 'taxes', 'at', 'all', 'because', 'you', 'carry', 'over', 'losses', '.']",barelytrue
"['BLM', 'Activist', 'kills', 'three', 'people', 'in', 'a', 'Louisville', 'bar', 'wearing', 'a', 'Breonna', 'Taylor', 'tee', 'shirt', 'last', 'Friday', '.']",barelytrue
"['Photo', 'shows', 'all', 'the', 'men', 'who', 'have', 'killed', 'police', 'officers', 'this', 'year', '2020', '.']",barelytrue
"['We', 'have', 'a', 'higher', 'deficit', 'with', 'China', 'now', 'than', 'we', 'did', 'before', '.']",barelytrue
"['Rankedchoice', 'voting', 'increases', 'voter', 'turnout', 'and', 'voter', 'engagement', '.']",barelytrue
"['At', 'the', 'Democratic', 'convention', 'the', 'Pledge', 'of', 'Allegiance', 'was', 'read', 'with', 'the', 'words', 'under', 'God', 'removed', '.']",barelytrue
"['A', 'UHaul', 'operated', 'by', 'antifa', 'activists', 'distributed', 'shields', 'weapons', ' ', 'black', 'bloc', 'to', 'protesters', 'in', 'Louisville', 'Ky.', 'and', 'is', 'linked', 'to', 'a', 'George', 'Sorosfunded', 'initiative', '.']",barelytrue
"['Says', 'Joe', 'Biden', 'tried', 'to', 'cut', 'Social', 'Security', 'and', 'Medicare', 'for', 'decades', '.', ' ', 'Now', 'Bidens', 'promising', 'your', 'benefits', 'to', 'illegal', 'immigrants', '.']",barelytrue
"['When', 'California', 'faced', 'a', 'budget', 'crisis', 'Christy', 'Smith', 'voted', 'to', 'lay', 'off', 'teachers', 'and', 'then', 'voted', 'to', 'increase', 'her', 'pay', '.']",barelytrue
"['Only', 'one', 'Blackowned', 'restaurant', 'in', 'Michigan', 'received', 'a', 'loan', 'through', 'the', 'Paycheck', 'Protection', 'Program']",barelytrue
"['Says', 'John', 'James', 'supported', 'Betsy', 'DeVos', 'agenda', 'to', 'cut', 'public', 'school', 'funding', 'and', 'put', 'it', 'into', 'wealthy', 'private', 'schools', 'instead', '.']",barelytrue
"['Biden', 'wants', 'to', 'end', 'Shareholder', 'Capitalism', '..', 'that', 's', 'your', '401k', '..', 'your', 'pensions', '..', 'your', 'retirement', '..', 'are', 'you', 'voting', 'for', 'that']",barelytrue
"['Says', 'some', 'people', 'in', 'the', 'Great', 'State', 'of', 'North', 'Carolina', 'have', 'been', 'sent', 'TWO', 'BALLOTS', '.', 'RIGGED', 'ELECTION', 'in', 'waiting']",barelytrue
"['PHIL', 'MURPHY', 'ONLY', 'ALLOWING', 'IN', 'PERSON', 'VOTING', 'ON', 'Election', 'Day', 'AT', 'PRUDENTIAL', 'CENTER', 'IN', 'NEWARK', 'NJ', ' ', 'Calling', 'it', 'a', 'SuperPollingStation']",barelytrue
"['Candidate', 'Slotkin', 'had', 'presented', 'herself', 'as', 'a', 'moderate', 'and', 'as', 'someone', 'who', 'd', 'be', 'independentminded', 'but', 'her', 'time', 'in', 'office', 'was', 'making', 'it', 'increasingly', 'clear', 'that', 'no', 'she', 'was', 'very', 'partisan', 'voting', '96', 'of', 'the', 'time', 'with', 'Speaker', 'Pelosi', '.']",barelytrue
"['Last', 'year', 'alone', '10', 'million', 'fell', 'ill', 'from', 'TB', 'and', '1.5', 'million', 'died', '.', '...', 'Why', 'do', 'nt', 'we', 'wear', 'masks', 'for', 'TB']",barelytrue
"['Says', 'that', 'to', 'help', 'people', 'in', 'need', 'during', 'the', 'coronavirus', 'pandemic', 'Mike', 'Garcia', 'said', 'Everyone', 'should', 'have', 'to', 'figure', 'out', 'how', 'to', 'fend', 'for', 'themselves', '.']",barelytrue
"['So', 'far', 'out', 'of', '175', 'arrested', 'in', 'Kenosha', '102', 'were', 'not', 'from', 'Kenosha', '.', 'Rioting', 'has', 'become', 'its', 'own', 'industry', '.']",barelytrue
"['Houston', 'Texans', 'coming', 'out', 'for', 'the', 'Black', 'National', 'Anthem', 'then', 'going', 'into', 'the', 'locker', 'room', 'for', 'THE', 'REAL', 'NATIONAL', 'ANTHEM', 'is', 'DISGRACEFUL', '.']",barelytrue
"['All', 'evidence', 'points', 'to', 'the', 'fact', 'that', 'our', 'kids', 'are', '17', 'times', 'more', 'likely', 'to', 'have', 'ill', 'effects', 'from', 'the', 'seasonal', 'flu', 'than', 'they', 'are', 'from', 'the', 'coronavirus', '.']",barelytrue
"['$', '400000', '...', 'is', 'more', 'money', 'than', 'I', 've', 'ever', 'made', 'in', 'a', 'year', '.']",barelytrue
"['Election', 'officials', 'are', 'sending', '80', 'million', 'ballots', 'all', 'over', 'the', 'country', '.', 'Eighty', 'million', 'ballots', 'nonrequested', '.', 'I', 'call', 'them', 'unsolicited', 'ballots', '.']",barelytrue
"['South', 'Korea', 'sprays', 'rioters', 'with', 'dye', 'so', 'they', 'can', 'be', 'identified', ' ', 'arrested', 'later', '.']",barelytrue
"['A', 'Black', 'man', 'invented', 'the', 'light', 'bulb', 'not', 'a', 'white', 'guy', 'named', 'Edison', '.']",barelytrue
"['If', 'Trump', 'gets', 'his', 'way', 'Social', 'Security', 'benefits', 'will', 'run', 'out', 'in', 'just', 'three', 'years', 'from', 'now', '.']",barelytrue
"['Kelly', 'Loeffler', 'has', 'a', 'long', 'history', 'of', 'donating', 'to', 'abortionondemand', 'Democrats', '.']",barelytrue
"['In', 'some', 'of', 'these', 'other', 'states', 'some', 'of', 'their', 'deaths', 'can', 'be', 'attributable', 'to', 'the', 'fact', 'that', 'they', 'were', 'having', 'a', 'hard', 'time', 'getting', 'an', 'ICU', 'bed', 'or', 'a', 'ventilator', 'to', 'a', 'patient', '.']",barelytrue
"['Says', 'Sen.', 'Gary', 'Peters', 'DMich', '.', 'is', 'known', 'for', 'doing', 'nothing', '.', ' ', 'Peters', 'skipped', '84', 'of', 'small', 'business', 'hearings', 'and', 'skipped', '89', 'of', 'hearings', 'on', 'China', '.']",barelytrue
"['Says', 'Gov.', 'Tony', 'Evers', 'and', 'Lt', '.', 'Gov.', 'Mandela', 'Barnes', 'after', 'police', 'shooting', 'of', 'Jacob', 'Blake', 'did', 'not', 'call', 'for', 'peace', '.', 'They', 'did', 'not', 'encourage', 'calm', '.']",barelytrue
"['President', 'Trump', 'marshalled', 'the', 'full', 'resources', 'of', 'our', 'federal', 'government', 'from', 'the', 'outset', '.', 'He', 'directed', 'us', 'to', 'forge', 'a', 'seamless', 'partnership', 'with', 'governors', 'across', 'America', 'in', 'both', 'political', 'parties', '.']",barelytrue
"['Says', 'Jill', 'Schupp', 'has', 'shown', 'a', 'disturbing', 'pattern', 'of', 'putting', 'sex', 'offenders', 'over', 'our', 'safety', '.']",barelytrue
"['Does', 'the', 'DemConvention', 'know', 'NYGovCuomo', 'forced', 'nursing', 'homes', 'across', 'NY', 'to', 'take', 'in', 'COVID', 'positive', 'patients', 'and', 'planted', 'the', 'seeds', 'of', 'infection', 'that', 'killed', 'thousands', 'of', 'grandmothers', 'and', 'grandfathers']",barelytrue
"['Kanye', 'Wests', 'access', 'to', 'Wisconsins', 'ballot', 'was', 'denied', 'by', 'liberals', '.']",barelytrue
"['The', 'DNC', 'omitted', 'one', 'nation', 'under', 'God', 'from', 'the', 'Pledge', 'of', 'Allegiance', '.']",barelytrue
"['The', 'Post', 'Office', 'advises', 'never', 'send', 'cash', 'in', 'the', 'mail', '.', 'Its', 'not', 'secure', '.', 'Vote', 'by', 'mail']",barelytrue
"['Says', 'Joe', 'Biden', 'told', 'Americans', 'If', 'you', 'elect', 'me', 'your', 'taxes', 'are', 'going', 'to', 'be', 'raised', 'not', 'cut', '.']",barelytrue
"['At', 'UNC', '14', 'of', 'students', 'tested', 'positive', '.']",barelytrue
"['Says', 'Gov.', 'Andrew', 'Cuomo', 'and', 'Democratic', 'lawmakers', 'are', 'granting', 'free', 'tuition', 'to', 'illegal', 'immigrants', 'while', 'closing', 'Excelsior', 'Scholarship', 'applications', 'to', 'citizen', 'students', '.']",barelytrue
"['Goodyear', 'Tires', 'announced', 'a', 'BAN', 'ON', 'MAGA', 'HATSThis', 'is', 'what', 'the', 'Radical', 'Left', 'Democrats', 'do', '.']",barelytrue
"['Doug', 'Collins', 'repeatedly', 'joined', 'liberal', 'Stacey', 'Abrams', 'to', 'raise', 'taxes', '...', 'Kellys', 'never', 'voted', 'for', 'a', 'tax', 'increase', ' ', 'and', 'never', 'will', '.']",barelytrue
"['New', 'York', 'MailIn', 'voting', 'is', 'in', 'a', 'disastrous', 'state', 'of', 'condition', '.', 'Votes', 'from', 'many', 'weeks', 'ago', 'are', 'missing', ' ', 'a', 'total', 'mess', '.', 'They', 'have', 'no', 'idea', 'what', 'is', 'going', 'on', '.', 'Rigged', 'Election', '.']",barelytrue
"['Says', 'Susan', 'Collins', 'voted', 'against', 'accountability', 'for', 'opioid', 'makers', 'and', 'denied', 'taking', 'campaign', 'money', 'from', 'a', 'family', 'who', 'made', 'its', 'wealth', 'selling', 'OxyContin', '.']",barelytrue
"['Says', 'Kamala', 'Harris', 'advocated', 'for', 'restoring', 'voting', 'rights', 'for', 'the', 'Boston', 'bomber', '.']",barelytrue
"['GOPbacked', 'racist', 'disenfrachisement', 'led', 'to', 'only', 'five', 'polling', 'places', 'being', 'open', 'in', 'Milwaukee', 'for', 'April', '7', 'election', '.']",barelytrue
"['Says', 'Donald', 'Trump', 'just', 'promised', 'that', 'if', 'he', 'wins', 'reelection', 'hell', 'gut', 'Social', 'Security', 'and', 'Medicare', '.']",barelytrue
"['Says', 'Kamala', 'Harris', 'said', 'she', 'believed', 'that', 'Joe', 'Biden', 'committed', 'sexual', 'assault', 'against', 'various', 'women', '.']",barelytrue
"['Donald', 'Trump', 'says', 'he', 'will', 'terminate', 'Social', 'Security', 'if', 'reelected', '.']",barelytrue
"['Says', 'series', 'of', '11', 'photos', 'are', 'from', 'the', '1918', 'flu', 'pandemic', '.']",barelytrue
"['The', 'average', 'cost', 'of', 'child', 'care', 'in', 'this', 'country', 'is', 'more', 'than', 'what', 'it', 'costs', 'to', 'send', 'a', 'child', 'to', 'college', 'for', 'one', 'year', '.']",barelytrue
"['California', 'has', 'six', 'extra', 'congressional', 'representatives', 'because', 'illegals', 'are', 'counted', 'in', 'the', 'census', '.']",barelytrue
"['Mark', 'Kelly', 'criticized', 'the', 'Paycheck', 'Protection', 'Program', 'then', 'turned', 'around', 'and', 'took', 'money', 'for', 'his', 'own', 'multimillion', 'dollar', 'company', '.']",barelytrue
"['Photo', 'shows', '7', 'Marines', 'killed', 'in', 'training', 'exercise', 'yesterday', '.']",barelytrue
"['You', 'know', 'what', 's', 'in', 'this', 'bill', 'No', 'medical', 'malpractice', 'suits', 'until', '2024', 'even', 'if', 'they', 're', 'not', 'COVID', 'related', '.']",barelytrue
"['Says', 'Haley', 'Stevens', 'plan', 'for', 'socialized', 'medicine', 'would', 'eliminate', '100000', 'doctors', 'and', 'nurses', '.']",barelytrue
"['Under', 'an', 'executive', 'order', 'expensive', 'insulin', 'went', 'from', 'big', 'dollars', 'to', 'virtual', 'pennies', ' ', 'especially', 'for', 'our', 'seniors', '.']",barelytrue
"['Mississippi', 'got', '10145', 'warrants', 'for', 'unemployment', 'fraud']",barelytrue
"['Florida', 'is', 'doing', 'over', 'five', 'times', 'better', 'than', 'New', 'Jersey', 'and', 'New', 'York', 'in', 'COVID19', 'deaths', 'per', 'million', 'people', '.']",barelytrue
"['The', 'longest', 'filibuster', 'in', 'U.S.', 'history', 'was', '75', 'days', 'and', 'took', 'place', 'in', '1964', 'when', 'Democrats', 'tried', 'to', 'block', 'the', 'Civil', 'Rights', 'Act', '.']",barelytrue
"['Michigan', 'House', 'passes', 'bill', 'to', 'voluntarily', 'begin', 'placing', 'human', 'implantable', 'microchips', 'into', 'the', 'bodies', 'of', 'all', 'state', 'government', 'employees']",barelytrue
"['Were', 'setting', 'record', 'job', 'numbers', '.']",barelytrue
"['The', 'estate', 'tax', 'would', 'punish', 'family', 'farms', 'and', 'small', 'businesses', 'forcing', 'them', 'to', 'be', 'sold', 'off', 'instead', 'of', 'passed', 'on', 'to', 'the', 'next', 'generation', '.']",barelytrue
"['Says', 'President', 'Donald', 'Trump', 'is', 'still', 'yet', 'to', 'say', 'anything', 'as', 'the', 'president', 'of', 'the', 'United', 'States', 'about', 'bounties', 'on', 'American', 'troops', '.']",barelytrue
"['Says', 'John', 'James', 'wants', 'to', 'allow', 'insurance', 'companies', 'to', 'discriminate', 'against', 'people', 'with', 'preexisting', 'conditions', '.']",barelytrue
"['Joe', 'Biden', 'wants', 'to', 'end', 'school', 'choice', '.']",barelytrue
"['Says', 'Wisconsin', 'Republicans', 'pushed', 'for', 'long', 'lines', 'and', 'polls', 'open', 'for', 'one', 'day', 'only', '.']",barelytrue
"['Marquette', 'University', 'threatened', 'to', 'rescind', 'students', 'admission', 'over', 'proTrump', 'TikTok', 'video', '.']",barelytrue
"['First', 'off', 'its', 'in', 'statute', 'already', 'in', 'HIPAA', 'that', 'preexisting', 'conditions', 'are', 'covered', '.']",barelytrue
"['To', 'children', 'and', 'the', 'vast', 'majority', 'of', 'young', 'and', 'middleaged', 'adults', 'and', 'the', 'vast', 'majority', 'of', 'teachers', 'the', 'coronavirus', 'poses', 'virtually', 'zero', 'threat', '.']",barelytrue
"['Says', 'COVID19', 'testing', 'could', 'be', 'done', 'with', 'mouth', 'swabs', 'so', 'maybe', 'deeper', 'swabbing', 'is', 'implanting', 'something', '.']",barelytrue
"['On', 'COVID19', 'Donald', 'Trump', 'said', 'that', 'maybe', 'if', 'you', 'drank', 'bleach', 'you', 'may', 'be', 'okay', '.']",barelytrue
"['And', 'I', 'heard', 'that', 'just', 'yesterday', 'Joe', 'Biden', 'said', 'that', 'wellarmed', 'police', 'in', 'his', 'words', 'become', 'the', 'enemy', 'and', 'he', 'said', 'that', 'he', 'would', 'absolutely', 'cut', 'funding', 'for', 'law', 'enforcement', '.']",barelytrue
"['Says', 'police', 'unions', 'have', 'it', 'written', 'into', 'a', 'contract', 'that', 'officers', 'are', 'not', 'going', 'to', 'be', 'accountable', 'for', 'misconduct', '.']",barelytrue
"['A', 'patient', 'discharge', 'document', 'proves', 'that', 'The', 'WHO', 'and', 'CDC', 'do', 'NOT', 'recommend', 'that', 'healthy', 'people', 'wear', 'masks', '.']",barelytrue
"['Quotes', 'LeBron', 'James', 'as', 'saying', 'I', 'do', 'nt', 'want', 'nothing', 'to', 'do', 'with', 'white', 'people', '.', 'I', 'do', 'nt', 'believe', 'they', 'want', 'anything', 'to', 'do', 'with', 'me', '.', 'I', 'do', 'nt', 'want', 'no', 'white', 'friends', '.', 'Its', 'me', 'and', 'my', 'boys', '.']",barelytrue
"['Photo', 'shows', 'Raz', 'Simone', 'the', 'alleged', 'leader', 'of', 'CHAZ', 'crying', 'after', 'Seattle', 'police', 'arrested', 'him', '.']",barelytrue
"['Dr.', 'Fauci', 'No', 'reason', 'to', 'be', 'wearing', 'a', 'mask', '.']",barelytrue
"['China', 'has', 'been', 'stealing', 'our', 'manufacturing', 'costing', 'Wisconsin', 'almost', '90000', 'jobs', '.']",barelytrue
"['Video', 'of', 'man', 'using', 'an', 'airquality', 'monitor', 'proves', 'that', 'people', 'are', 'not', 'getting', 'enough', 'oxygen', 'while', 'wearing', 'masks']",barelytrue
"['Says', 'Donald', 'Trump', 'used', 'farmers', 'struggles', 'to', 'push', 'through', 'a', 'multibillion', 'dollar', 'bailout', 'program', 'that', 'was', 'nothing', 'more', 'than', 'a', 'handout', 'for', 'large', 'agricultural', 'companies', '.']",barelytrue
"['COVID19s', 'contagion', 'probability', 'between', 'two', 'people', 'is', '70', 'if', 'the', 'carrier', 'is', 'not', 'masked', '5', 'if', 'the', 'carrier', 'is', 'masked', 'and', '1.5', 'if', 'both', 'parties', 'are', '.']",barelytrue
"['Says', 'Joe', 'Biden', 'supported', 'the', 'Castro', 'regime', 'and', 'meeting', 'with', 'Maduro', '.']",barelytrue
"['Says', 'as', 'a', 'state', 'lawmaker', 'a', 'bill', 'he', 'sponsored', 'would', 'have', 'made', 'it', 'easier', 'to', 'get', 'rid', 'of', 'bad', 'cops']",barelytrue
"['Says', 'Americas', 'most', 'violent', 'cities', 'are', 'that', 'way', 'because', 'of', 'their', 'Democratic', 'politics']",barelytrue
"['A', 'bar', 'graph', 'compares', 'homicides', 'for', 'various', 'racial', 'groups']",barelytrue
"['Companies', 'that', 'use', 'prison', 'labor', 'Whole', 'Foods', 'McDonalds', 'Walmart', 'Victorias', 'Secret', 'ATT', 'Bank', 'of', 'America', 'Starbucks', 'Wendys', '.']",barelytrue
"['Even', 'socalled', 'moderate', 'Democrats', 'like', 'Joe', 'Biden', 'have', 'endorsed', 'a', 'ban', 'on', 'fracking', 'which', 'would', 'eliminate', '516000', 'Michigan', 'jobs', 'and', 'reduce', 'the', 'states', 'gross', 'domestic', 'product', 'by', '$', '159', 'billion', 'over', 'five', 'years', '.']",barelytrue
"['Speaker', 'Pelosi', 'presents', 'a', 'special', 'service', 'flag', 'to', 'Mr.', 'Floyds', 'family', '.']",barelytrue
"['The', 'CDC', 'just', 'confirmed', 'a', '0.2', 'deathrate', 'for', 'COVID19', '.']",barelytrue
"['United', 'States', 'Navy', 'Seal', 'Team', '...', 'helicopter', 'was', 'shot', 'down', 'yesterday', 'in', 'Afghanistan', 'and', 'they', 'lost', '30', 'members', 'of', 'the', 'team', '.']",barelytrue
"['Why', 'did', 'the', 'state', 'do', 'that', 'with', 'COVID', 'patients', 'in', 'nursing', 'homes', 'Its', 'because', 'the', 'state', 'followed', 'President', 'Trumps', 'CDC', 'guidance', '.']",barelytrue
"['Says', 'Robert', 'E.', 'Lee', 'opposed', 'slavery', 'and', 'secession', 'and', 'has', 'come', 'to', 'symbolize', 'both', 'slavery', 'and', 'secession', '.']",barelytrue
"['Says', 'a', 'photograph', 'shows', 'U.S.', 'soldiers', 'sleeping', 'on', 'the', 'ground', 'after', 'Washington', 'D.C.s', 'mayor', 'kicked', 'them', 'out', 'of', 'local', 'hotels', '.']",barelytrue
"['In', 'voting', 'by', 'mail', 'hundreds', 'of', 'thousands', 'of', 'ballots', 'have', 'been', 'rejected', 'for', 'defects', 'and', 'millions', 'more', 'end', 'up', 'missing', 'or', 'in', 'landfills', '.']",barelytrue
"['Says', 'a', 'new', 'law', 'adopted', 'in', 'Texas', 'means', 'property', 'tax', 'bills', 'are', 'no', 'longer', 'really', 'dependent', 'on', 'your', 'values', 'it', 'is', 'on', 'local', 'government', 'revenue', 'growth', '.']",barelytrue
"['A', 'declaration', 'of', 'disaster', 'has', 'been', 'issued', 'for', 'the', 'state', 'of', 'Texas', '.', 'House', 'Bill', '1177', 'Allows', 'any', 'Texan', 'who', 'can', 'legally', 'own', 'a', 'firearm', 'to', 'carry', 'their', 'handgun', 'open', 'or', 'concealed', 'for', 'a', 'full', 'week', 'after', 'a', 'state', 'or', 'natural', 'disaster', 'is', 'declared', '.']",barelytrue
"['Last', 'year', 'there', 'were', 'nine', 'unarmed', 'black', 'people', 'killed', 'by', 'law', 'enforcement', '.', 'Nineteen', 'unarmed', 'white', 'people', '.']",barelytrue
"['The', 'CEO', 'of', 'the', 'company', 'that', 'owns', 'Wendys', 'Taco', 'Bell', 'and', 'Pizza', 'Hut', 'donated', '$', '400000', 'towards', 'Trumps', 'reelection', 'campaign', '.']",barelytrue
"['No', 'tear', 'gas', 'was', 'used', 'and', 'no', 'rubber', 'bullets', 'were', 'used', '.']",barelytrue
"['Piles', 'of', 'bricks', 'are', 'being', 'staged', 'in', 'cities', 'around', 'the', 'country', 'indicating', 'riots', 'are', 'planned', '.']",barelytrue
"['Says', 'Nancy', 'Pelosi', 'tried', 'once', 'again', 'to', 'include', 'abortion', 'funding', 'in', 'the', 'latest', 'coronavirus', 'bill', '.']",barelytrue
"['For', 'the', 'World', 'Health', 'Organization', 'the', 'international', 'entity', 'whose', 'sole', 'responsibility', 'it', 'is', 'to', 'alert', 'the', 'world', 'of', 'global', 'pandemics', 'like', 'this', 'to', 'miss', 'this', 'is', 'a', 'huge', 'problem', '.']",barelytrue
"['Says', 'an', 'image', 'of', 'armed', 'antilockdown', 'protesters', 'and', 'an', 'image', 'of', 'unarmed', 'Minneapolis', 'protesters', 'being', 'tear', 'gassed', 'were', 'taken', 'in', 'the', 'same', 'state', 'same', 'month', '.']",barelytrue
"['Says', 'President', 'Donald', 'Trump', 'is', 'trying', 'to', 'make', '$', '451', 'billion', 'in', 'Medicare', 'cuts', 'in', 'the', 'middle', 'of', 'a', 'deadly', 'pandemic', '.']",barelytrue
"['Were', 'down', 'near', 'the', 'low', 'end', 'of', 'per', 'capita', 'deaths', '...', 'Most', 'places', 'are', 'at', '60', 'deaths', 'per', '100000', '.', 'Were', 'at', '29', '.']",barelytrue
"['Says', 'the', 'state', 'health', 'secretary', 'says', 'do', 'nt', 'go', 'to', 'hospitals', 'or', 'clinics', 'now', 'the', 'tourism', 'secretary', 'says', 'do', 'nt', 'recreate', '.']",barelytrue
"['Right', 'now', 'China', 'controls', '80', 'of', 'all', 'ingredients', 'and', 'raw', 'materials', 'going', 'into', 'our', 'generic', 'prescription', 'drugs', '.']",barelytrue
"['Nancy', 'Pelosi', 'said', 'Congress', 'shall', 'not', 'vote', 'remotely', 'because', 'it', 'is', 'not', 'secure', 'while', 'also', 'saying', 'that', 'Americans', 'should', 'all', 'vote', 'for', 'president', 'by', 'mail']",barelytrue
"['Amid', 'the', 'COVID19', 'outbreak', 'Minnesota', 'now', 'has', 'the', 'highest', 'unemployment', 'rate', 'in', 'U.S.', 'history', '.']",barelytrue
"['40', 'of', 'the', 'initial', 'small', 'business', 'funds', 'did', 'nt', 'go', 'to', 'small', 'businesses', 'at', 'all', '.']",barelytrue
"['Children', 'do', 'nt', 'seem', 'to', 'be', 'getting', 'this', 'virus']",barelytrue
"['Says', 'Ron', 'Johnson', 'and', '36', 'other', 'senators', 'voted', 'for', 'federal', 'agencies', 'to', 'have', 'access', 'to', 'your', 'internet', 'history', 'without', 'obtaining', 'a', 'warrant', '.']",barelytrue
"['Half', 'the', 'workforce', 'in', 'the', 'country', 'may', 'have', 'just', 'been', 'idled', 'by', 'coronavirus', '.']",barelytrue
"['A', 'lot', 'of', 'people', 'can', 'get', 'an', 'additional', '$', '2400', 'from', 'the', 'CARES', 'Act', 'and', 'they', 'can', 'do', 'it', 'every', 'month']",barelytrue
"['Says', 'GOP', 'state', 'Sen.', 'Patrick', 'Testin', 'is', 'responsible', 'for', 'lost', '$', '25', 'M', 'in', 'federal', 'funding', 'because', 'he', 'refused', 'to', 'do', 'his', 'job', '.']",barelytrue
"['All', 'Missouri', 'businesses', 'can', 'open', 'Monday', 'May', '4', 'under', 'our', 'new', 'Order', 'as', 'long', 'as', 'new', 'guidelines', 'are', 'followed', '.']",barelytrue
"['Cannabis', 'may', 'stop', 'coronavirus', 'from', 'infecting', 'people', 'study', 'finds', '.']",barelytrue
"['A', 'girl', 'was', 'decapitated', 'in', 'front', 'of', 'her', 'parents', 'by', 'a', 'Somali', 'migrant', '.', 'Media', 'covered', 'up', 'the', 'murder', '.']",barelytrue
"['Says', 'Joe', 'Biden', 'said', 'voting', 'by', 'mail', 'is', 'a', 'way', 'to', 'fundamentally', 'change', 'this', 'country', 'contradicting', 'past', 'statements', 'by', 'Barack', 'Obama', 'and', 'Debbie', 'Wasserman', 'Schultz', '.']",barelytrue
"['Mitch', 'McConnell', 'said', 'he', 'wanted', 'states', 'to', 'go', 'bankrupt', 'instead', 'of', 'the', 'federal', 'government', 'providing', 'relief', '.', 'Today', 'Thom', 'Tillis', 'agreed', '.']",barelytrue
"['The', 'CDC', 'has', 'recommended', 'mail', 'in', 'voting', '.', 'That', 's', 'what', 'this', 'whole', 'pandemic', 'is', 'about', 'the', 'election']",barelytrue
"['Regarding', 'the', 'risks', 'of', 'coronavirus', 'transmission', 'on', 'an', 'airplane', 'Its', 'as', 'safe', 'as', 'an', 'environment', 'as', 'you', 're', 'going', 'to', 'find', '.']",barelytrue
