Tokenized Statement,Label
"['Says', 'that', 'guidance', 'urging', 'vaccinated', 'people', 'to', 'avoid', 'travel', 'and', 'continue', 'wearing', 'masks', 'is', 'profoundly', 'antiscience', '.']",pantsfire
"['A', '2018', 'executive', 'order', 'gives', 'Trump', 'the', 'ability', 'to', 'impose', 'martial', 'law']",pantsfire
"['President', 'Donald', 'Trump', 'will', 'hold', 'his', 'inauguration', 'for', 'a', 'second', 'term', 'at', 'MaraLago']",pantsfire
"['This', 'whole', 'COVID', 'thing', 'Its', 'a', 'SIMULATION', '.']",pantsfire
"['NASA', 'confirms', 'earth', 'will', 'go', 'dark', 'for', '6', 'days', 'in', 'December', '2020', '.']",pantsfire
"['Pope', 'Francis', 'says', 'covid', 'vaccine', 'will', 'now', 'be', 'required', 'to', 'enter', 'heaven', '.']",pantsfire
"['Biden', 'did', 'not', 'win', 'legally', '.']",pantsfire
"['Biden', 'confirms', 'agenda', 'to', 'microchip', 'the', 'masses']",pantsfire
"['No', 'candidate', 'has', 'ever', 'won', 'both', 'Florida', 'and', 'Ohio', 'and', 'lost', '.']",pantsfire
"['Says', 'Texas', 'Rep.', 'Terry', 'Meza', 'said', 'changing', 'the', 'castle', 'doctrine', 'is', 'meant', 'to', 'create', 'a', 'peaceful', 'transfer', 'of', 'property', 'from', 'victims', 'to', 'thieves']",pantsfire
"['In', 'Wisconsin', 'there', 'are', 'approximately', '70000', 'absentee', 'ballots', 'that', 'do', 'not', 'have', 'matching', 'ballot', 'applications', 'as', 'required', 'by', 'law', '.']",pantsfire
"['The', 'probability', 'of', 'Biden', 'winning', 'in', 'Wisconsin', 'Georgia', 'Michigan', 'and', 'Pennsylvania', 'given', 'President', 'Trumps', 'early', 'lead', '...', 'is', 'less', 'than', 'one', 'in', 'a', 'quadrillion', 'in', 'each', 'state', '.']",pantsfire
"['In', 'Chesterfield', 'Va.', 'the', 'Southside', 'precinct', 'is', 'infamous', 'for', 'having', 'over', '100', 'of', 'the', 'vote', 'count']",pantsfire
"['Actually', 'I', 'won', 'Wisconsin', '.']",pantsfire
"['People', 'in', 'Germany', 'saw', 'this', 'electoral', 'map', 'that', 'shows', 'Trump', 'beating', 'Biden', 'with', '410', 'electoral', 'votes', 'before', 'Dominions', 'servers', 'were', 'seized', '.']",pantsfire
"['Says', 'Kelly', 'Loeffler', 'was', 'wearing', 'a', 'wire', 'during', 'the', 'Georgia', 'Senate', 'debate', '.']",pantsfire
"['In', '10', 'Michigan', 'precincts', 'voter', 'turnout', 'reached', '100', 'and', 'in', '6', 'precincts', 'it', 'surpassed', '100']",pantsfire
"['Gina', 'Haspel', 'CIA', 'head', 'is', 'dead']",pantsfire
"['Says', 'Former', 'President', 'Barack', 'Obama', 'arrested', 'for', 'ESPIONAGE', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'is', 'wearing', 'a', 'foot', 'boot', 'to', 'hide', 'an', 'ankle', 'monitor', '.']",pantsfire
"['A', 'Dominion', 'representative', 'in', 'Gwinnett', 'County', 'improperly', 'downloaded', 'election', 'data', 'to', 'manipulate', 'the', 'data', '.']",pantsfire
"['The', 'coronavirus', 'pandemic', 'is', 'effectively', 'over', 'in', 'the', 'United', 'Kingdom', 'and', 'there', 'is', 'absolutely', 'no', 'need', 'for', 'vaccines', '.']",pantsfire
"['Trump', 'margin', 'of', 'defeat', 'in', '4', 'states', 'occurred', 'in', '4', 'data', 'dumps', 'between', '134631', 'AM', '.', 'Statistical', 'anomaly', 'Fraud']",pantsfire
"['THOUSANDS', 'of', 'fake', 'votes', 'found', 'at', 'Wisconsin', 'Recount', 'in', 'Dane', 'County', '.']",pantsfire
"['In', 'certain', 'swing', 'states', 'there', 'were', 'more', 'votes', 'than', 'people', 'who', 'voted', 'and', 'in', 'big', 'numbers', '.']",pantsfire
"['Says', 'Jon', 'Ossoff', 'is', 'a', 'socialist', '.']",pantsfire
"['Says', 'George', 'Soros', 'was', 'arrested', 'in', 'Philadelphia', 'for', 'election', 'interference', '.']",pantsfire
"['In', 'Michigan', 'we', 'have', 'overvotes', 'in', 'numerous', 'precincts', 'of', '150', '200', 'and', '300', '.']",pantsfire
"['Says', 'Donald', 'Trumps', 'book', 'The', 'Art', 'of', 'the', 'Deal', 'advises', 'Never', 'admit', 'defeat', '.', 'You', 'win', '.', 'If', 'you', 'do', 'nt', 'win', 'claim', 'they', 'cheated', '.']",pantsfire
"['A', 'day', 'AFTER', 'the', 'election', 'Biden', 'receives', 'a', 'dump', 'of', '143379', 'votes', 'at', '342AM', 'in', 'Wisconsin', 'when', 'they', 'learned', 'he', 'was', 'losing', 'badly', '.', 'This', 'is', 'unbelievable']",pantsfire
"['AARP', 'endorsed', 'Biden', 'and', 'says', 'if', 'you', 'are', 'past', '75', 'you', 'should', 'just', 'die', 'and', 'go', 'away', '.']",pantsfire
"['Smartmatic', 'and', 'Dominion', 'systems', '...', 'were', 'built', 'to', 'do', 'this', 'very', 'thing', 'for', 'changing', 'the', 'results', 'of', 'elections', '.']",pantsfire
"['A', '1993', 'example', 'of', 'voter', 'fraud', 'in', 'Philadelphia', 'is', 'exactly', 'what', 'happened', 'to', 'us', 'in', 'the', '2020', 'election', '.']",pantsfire
"['The', 'recent', 'statement', 'by', 'Chris', 'Krebs', 'on', 'the', 'security', 'of', 'the', '2020', 'Election', 'was', 'highly', 'inaccurate', 'in', 'that', 'there', 'were', 'massive', 'improprieties', 'and', 'fraud', '.']",pantsfire
"['Vaccines', 'will', 'remove', 'parts', 'of', 'your', 'DNA', 'and', 'replace', 'it', 'with', 'GENETIC', 'CODING', 'TECHNOLOGY', 'that', 'will', 'cause', 'people', 'to', 'HAVE', 'to', 'cooperate', 'with', 'the', 'New', 'World', 'Order', '.']",pantsfire
"['The', 'MOB', 'in', 'PA', 'was', 'HIRED', 'by', 'the', 'Biden', 'team', 'to', 'create', 'fake', 'ballots', 'by', 'the', 'thousands']",pantsfire
"['Says', 'Georgias', 'secretary', 'of', 'state', 'wo', 'nt', 'let', 'the', 'people', 'recounting', 'ballots', 'check', 'the', 'signatures', 'for', 'fraud', '.']",pantsfire
"['The', 'U.S.', 'military', 'seized', 'servers', 'in', 'Germany', 'tied', 'to', 'Dominion', 'Election', 'Systems', '.']",pantsfire
"['Milwaukee', 'Elections', 'Chief', 'Lost', 'Elections', 'Flash', 'Drive', 'in', 'Morning', 'Hours', 'of', 'November', '4th', 'When', 'Democrats', 'Miraculously', 'Found', '120000', 'Votes', 'for', 'Joe', 'Biden', '.']",pantsfire
"['A', 'member', 'of', 'Joe', 'Bidens', 'COVID19', 'task', 'force', 'recommends', 'withholding', 'food', 'stamps', 'and', 'rent', 'assistance', 'from', 'those', 'who', 'refuse', 'coronavirus', 'vaccines', '.']",pantsfire
"['A', 'screenshot', 'shows', 'Tucker', 'Carlson', 'announcing', 'hell', 'be', 'starting', 'at', 'NewsMax', 'next', 'month', '.']",pantsfire
"['Says', 'Sen.', 'Kelly', 'Loeffler', 'said', 'on', 'Parler', 'that', 'Black', 'people', 'should', 'nt', 'be', 'allowed', 'to', 'vote', '.']",pantsfire
"['Says', 'there', 'were', '600000', 'plus', 'unlawful', 'votes', 'in', 'Philly', 'and', 'Pitt', '.']",pantsfire
"['Says', 'Dominion', 'Voting', 'System', 'flipped', 'votes', 'to', 'Joe', 'Biden', 'in', 'states', 'where', 'Trump', 'is', 'bringing', 'legal', 'challenges', '.']",pantsfire
"['Pennsylvania', 'and', 'Michigan', 'did', 'nt', 'allow', 'our', 'poll', 'watchers', 'andor', 'vote', 'observers', 'to', 'watch', 'or', 'observe', '.']",pantsfire
"['Dominion', 'Voting', 'Systems', 'deleted', '2.7', 'million', 'Trump', 'votes', 'nationwide', '.']",pantsfire
"['Says', 'conservative', 'website', 'Judicial', 'Watch', 'published', 'a', 'story', 'about', 'elite', 'units', 'of', 'the', 'National', 'Guard', 'recounting', 'official', 'ballots', 'that', 'were', 'printed', 'with', 'an', 'invisible', 'unbreakable', 'code', 'watermark', 'and', 'registered', 'on', 'a', 'Quantum', 'Blockchain', 'System', '.']",pantsfire
"['As', 'an', 'example', 'of', 'voter', 'fraud', 'we', 'have', 'literally', '9000', 'people', 'who', 'voted', 'in', 'this', 'election', 'in', 'Nevada', 'who', 'do', 'nt', 'live', 'in', 'Nevada', '.']",pantsfire
"['A', 'CNN', 'video', 'shows', 'HAMMER', ' ', 'Scorecard', 'Voter', 'Software', 'Fraud', 'in', 'Real', 'Time']",pantsfire
"['System', 'Glitch', '...', 'In', 'Wisconsin', ' ', 'Reversal', 'of', 'Swapped', 'Votes', 'Removes', 'Lead', 'from', 'Joe', 'Biden', '.']",pantsfire
"['Siri', 'gave', 'CONFIRMATION', 'of', 'the', 'Democrats', 'sinister', 'plan', 'to', 'REMOVE', 'Sleepy', 'Joe', 'immediately', 'using', 'the', '25th', 'Amendment', 'and', 'instate', 'Kamala', 'Harris', 'as', 'President']",pantsfire
"['If', 'you', 'count', 'the', 'legal', 'votes', 'I', 'easily', 'win', '.', 'If', 'you', 'count', 'the', 'illegal', 'votes', 'they', 'can', 'try', 'to', 'steal', 'the', 'election', 'from', 'us', '.']",pantsfire
"['In', 'Iowa', 'they', 'have', 'allowed', 'a', 'little', 'over', '300', 'people', 'to', 'revote', '.']",pantsfire
"['Says', 'the', 'city', 'of', 'Austin', 'is', 'a', 'disaster', 'if', 'you', 'have', 'nt', 'been', 'there', '.', 'A', 'great', 'city', 'now', 'one', 'of', 'the', 'most', 'dangerous', 'cities', 'in', 'America', 'and', 'definitely', 'in', 'Texas', '.']",pantsfire
"['The', 'Trump', 'administration', 'put', 'secret', 'watermarks', 'on', 'official', 'ballots', 'to', 'trick', 'cheating', 'Democrats', '.']",pantsfire
"['USPS', 'failed', 'to', 'deliver', '27', 'of', 'mailin', 'ballots', 'in', 'South', 'Florida']",pantsfire
"['Seven', 'Milwaukee', 'wards', 'report', 'more', '2020', 'presidential', 'votes', 'than', 'registered', 'voters', '.']",pantsfire
"['Say', 'a', 'video', 'shows', 'staffers', 'stuffing', 'ballots', 'in', 'flint', 'mi']",pantsfire
"['Wisconsin', 'voter', 'turnout', 'jumped', 'from', '67', 'in', '2016', 'to', '89', 'in', '2020', '.']",pantsfire
"['Wisconsin', 'took', 'a', 'break', 'and', 'when', 'they', 'returned', 'Biden', 'coincidentally', 'came', 'back', 'ahead', 'by', '100k', '.']",pantsfire
"['Asks', 'How', 'is', 'this', 'possible', 'with', 'a', 'chart', 'showing', 'that', '104.41', 'of', 'registered', 'voters', 'in', 'North', 'Carolina', 'and', '103.56', 'of', 'registered', 'voters', 'in', 'Wisconsin', 'cast', 'votes', '.']",pantsfire
"['Photo', 'shows', 'massive', 'wall', 'in', 'front', 'of', 'White', 'House', 'on', 'Election', 'Day', '.']",pantsfire
"['Wisconsin', 'has', 'more', 'votes', 'than', 'people', 'who', 'are', 'registered', 'to', 'vote', '.', ' ', 'This', 'is', 'direct', 'evidence', 'of', 'fraud', '.']",pantsfire
"['We', 'already', 'have', 'won', 'the', 'election', '.']",pantsfire
"['Says', 'his', 'supporters', 'were', 'protecting', 'Joe', 'Bidens', 'campaign', 'bus', 'in', 'Texas', '.']",pantsfire
"['Say', 'Joe', 'Biden', 'told', 'a', 'crowd', 'in', 'Florida', 'Hello', 'Minnesota']",pantsfire
"['James', 'Biden', 'built', 'the', 'cages', 'and', 'the', 'Bidens', 'made', 'millions', 'from', 'it', '.']",pantsfire
"['Photo', 'shows', 'a', 'clearly', 'intoxicated', 'Kamala', 'Harris', 'throwing', 'up', 'in', 'the', 'bushes', ' ', 'staggering', 'aimlessly', 'at', 'the', 'Cleveland', 'airport', '.']",pantsfire
"['How', 'many', 'of', 'you', 'still', 'do', 'nt', 'know', 'that', 'Michelle', 'Obama', 'was', 'born', 'Michael', 'Lavaughn', 'Robinson', 'and', 'is', 'a', 'man']",pantsfire
"['The', 'number', 'of', 'coronavirus', 'deaths', 'is', 'almost', 'nothing', '.']",pantsfire
"['Counting', 'ballots', 'for', 'weeks', 'after', 'Election', 'Day', 'is', 'totally', 'inappropriate', 'and', 'I', 'do', 'nt', 'believe', 'that', 's', 'by', 'our', 'laws', '.']",pantsfire
"['Photo', 'shows', 'Joe', 'Bidens', 'license', 'plate', 'says', 'THEBIGGUY', '.']",pantsfire
"['Says', 'Clint', 'Eastwood', 'called', 'Joe', 'Biden', 'an', 'incompetent', 'lying', 'flipflopping', 'insincere', 'doubletalking', 'radical', 'socialist', '.']",pantsfire
"['Says', 'Donald', 'Trump', 'voted', 'twice', 'in', 'the', 'Nov.', '3', '2020', 'election']",pantsfire
"['They', 'have', '180', 'million', 'people', 'families', 'under', 'what', 'he', 'wants', 'to', 'do', 'which', 'will', 'basically', 'be', 'socialized', 'medicine', ' ', 'you', 'wo', 'nt', 'even', 'have', 'a', 'choice', ' ', 'they', 'want', 'to', 'terminate', '180', 'million', 'plans', '.']",pantsfire
"['The', '3', 'red', 'stripes', 'in', 'Joe', 'Bidens', 'campaign', 'logo', 'refer', 'to', 'a', 'Chinese', 'socialist', 'slogan', '.']",pantsfire
"['Photo', 'shows', 'Joe', 'Biden', 'next', 'to', 'a', 'man', 'seen', 'in', 'a', 'sex', 'sting', 'video', '.']",pantsfire
"['Says', 'we', 'will', 'know', 'which', 'candidate', 'you', 'voted', 'for', '.']",pantsfire
"['If', 'you', 'know', 'someones', 'name', 'and', 'date', 'of', 'birth', 'you', 'can', 'change', 'their', 'votes', 'on', 'Oregons', 'voting', 'website', '.']",pantsfire
"['Says', 'Anthony', 'Fauci', 'was', 'indicted', 'for', 'crimes', 'including', 'treason', 'conspiring', 'with', 'the', 'enemy', 'and', 'fraud', '.']",pantsfire
"['Says', 'Nancy', 'Pelosi', 'was', 'photographed', 'with', 'the', 'Manson', 'Family', '.']",pantsfire
"['CNN', 'reported', 'Due', 'to', 'COVID19', 'President', 'Donald', 'Trump', 'passes', 'away', 'at', '74', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'and', 'Barack', 'Obama', 'directly', 'participated', 'in', 'a', 'plot', 'to', 'have', 'SealTeam6', 'MURDERED', 'then', 'arranged', 'a', 'massive', 'cash', 'deal', 'as', 'part', 'of', 'a', 'cover', 'up', '.']",pantsfire
"['Says', 'Amy', 'Coney', 'Barrett', 'said', 'that', 'breastfeeding', 'babies', 'is', 'child', 'molestation', '.']",pantsfire
"['The', 'reality', 'is', 'when', 'you', 'look', 'at', 'the', 'Biden', 'plan', 'it', 'reads', 'an', 'awful', 'lot', 'like', 'what', 'President', 'Trump', 'and', 'I', 'and', 'our', 'task', 'force', 'have', 'been', 'doing', 'every', 'step', 'of', 'the', 'way', '.']",pantsfire
"['Says', 'Donald', 'Trump', 'said', 'he', 'nominated', 'Amy', 'Coney', 'Barrett', 'to', 'the', 'Supreme', 'Court', 'because', 'she', 'is', 'much', 'much', 'better', 'looking', 'than', 'the', 'women', 'we', 'have', 'had', '.']",pantsfire
"['A', 'CDC', 'report', 'found', 'that', 'people', 'who', 'wear', 'masks', 'are', 'actually', 'collecting', 'the', 'virus', 'in', 'their', 'masks', '.']",pantsfire
"['Jeffrey', 'Epstein', 'found', 'living', 'in', 'New', 'Mexico']",pantsfire
"['Twitter', 'removed', 'this', 'tweet', 'from', 'Donald', 'Trump', 'My', 'blood', 'IS', 'the', 'vaccine']",pantsfire
"['An', 'impersonator', 'in', 'a', 'Joe', 'Biden', 'mask', 'gave', 'an', 'interview', 'as', 'Joe', 'Biden', '.']",pantsfire
"['Dems', 'want', 'to', 'shut', 'your', 'churches', 'down', 'permanently', '.', 'Hope', 'you', 'see', 'what', 'is', 'happening', '.']",pantsfire
"['Hacked', 'emails', 'revealed', 'that', 'Hillary', 'Clinton', ' ', 'pals', 'are', 'involved', 'in', 'sex', 'trafficking', 'children', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'said', '14000', 'people', 'died', 'from', 'H1N1', '.', 'Fact', 'checking', 'it', 'is', '574000', '.']",pantsfire
"['Says', 'Donald', 'Trump', 'said', 'The', 'doctors', 'said', 'they', 've', 'never', 'seen', 'a', 'body', 'kill', 'the', 'coronavirus', 'like', 'my', 'body', '.', 'They', 'tested', 'my', 'DNA', 'and', 'it', 'was', 'nt', 'DNA', '.', 'It', 'was', 'USA', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'tweeted', 'I', 'have', 'consulted', 'with', 'Instagrams', 'CEO', 'to', 'take', 'the', 'page', 'electionleaks', 'down', '.', 'They', 'have', 'supposedly', 'video', 'proof', 'of', 'me', 'using', 'a', 'hidden', 'earpiece', 'in', 'tonights', 'debate', '.', 'This', 'is', 'slander', 'and', 'not', 'true', '.']",pantsfire
"['President', 'Trump', 'is', 'in', 'great', 'danger', '.', 'Evidence', 'is', 'mounting', 'that', 'he', 's', 'being', 'deliberately', 'killed', 'at', 'Walter', 'Reed', 'Military', 'Hospital', '.']",pantsfire
"['Says', 'Donald', 'Trump', 'is', 'not', 'at', 'Walter', 'Reed', 'National', 'Military', 'Medical', 'Center', 'he', 'is', 'on', 'AF1', '.']",pantsfire
"['Photo', 'shows', 'Chris', 'Wallace', 'and', 'Jeffrey', 'Epstein', 'on', 'Epsteins', 'private', 'island', '.']",pantsfire
"['Says', 'Donald', 'Trumps', 'reelection', 'campaign', 'emailed', 'supporters', 'to', 'donate', 'to', 'help', 'him', 'recover', 'from', 'COVID19', '.']",pantsfire
"['Joe', 'Bidens', 'eyes', 'were', 'black', 'during', 'the', 'debate', 'because', 'he', 'was', 'wearing', 'Mojo', 'Vision', 'lenses', '.']",pantsfire
"['An', 'episode', 'of', 'The', 'Simpsons', 'showed', 'Donald', 'Trump', 'in', 'a', 'coffin', '.']",pantsfire
"['Last', 'week', 'Joe', 'Biden', 'flashed', 'the', 'white', 'power', 'sign', '.', 'President', 'Trump', 'condemned', 'white', 'supremacists', 'yesterday', '.', 'Why', 'has', 'nt', 'Joe', 'Biden']",pantsfire
"['A', 'federal', 'judge', 'just', 'ordered', 'Wisconsin', 'must', 'have', 'all', 'ballots', 'counted', 'by', '8', 'p.m.', 'on', 'the', 'day', 'of', 'the', 'election', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'was', 'wearing', 'a', 'wire', 'during', 'the', 'first', 'presidential', 'debate', '.']",pantsfire
"['Word', 'on', 'the', 'street', 'is', 'that', 'Joe', 'Biden', 'got', 'tonights', 'debate', 'questions', 'in', 'advance', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'has', 'a', 'medical', 'device', 'implanted', 'in', 'his', 'skull', 'so', 'he', 'can', 'hear', 'someone', 'give', 'him', 'answers', 'to', 'questions', '.']",pantsfire
"['A', 'photo', 'shows', 'Dwayne', 'The', 'Rock', 'Johnson', 'on', 'Epstein', 'Island', '.']",pantsfire
"['Bad', 'math', 'is', 'driving', 'Wisconsins', 'exploding', 'positive', 'test', 'rate', '.']",pantsfire
"['A', 'clip', 'of', 'Joe', 'Biden', 'shows', 'him', 'reading', 'a', 'response', 'to', 'an', 'interview', 'question', 'from', 'a', 'teleprompter', 'saying', 'I', 'lost', 'that', 'line', '.']",pantsfire
"['A', 'Time', 'magazine', 'cover', 'calls', 'Donald', 'Trump', 'the', 'Worst', '.', 'President', '.', 'Ever', '.']",pantsfire
"['Says', 'Ruth', 'Bader', 'Ginsburg', 'tweeted', 'I', 'have', 'information', 'that', 'will', 'lead', 'to', 'the', 'arrest', 'of', 'Hillary', 'Clinton', '.']",pantsfire
"['Quotes', 'Kamala', 'Harris', 'as', 'saying', 'Take', 'the', 'guns', 'first', '.', 'Go', 'through', 'due', 'process', 'second', 'I', 'like', 'taking', 'the', 'guns', 'early', '.']",pantsfire
"['When', 'President', 'Donald', 'Trump', 'walked', 'across', 'Lafayette', 'Square', 'to', 'a', 'church', 'he', 'held', 'the', 'Bible', 'upside', 'down', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'played', 'N.W.A.s', 'F', 'Tha', 'Police', 'during', 'an', 'event', 'in', 'Florida', '.']",pantsfire
"['Says', 'Donald', 'Trump', 'said', 'Africans', 'Are', 'Lazy', 'Good', 'At', 'Sex', 'Theft', '.']",pantsfire
"['Kenosha', 'car', 'dealer', 'kills', 'himself', 'after', 'insurance', 'wo', 'nt', 'cover', ' ', 'damages', 'caused', 'by', 'the', 'riots', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'will', 'destroy', 'your', 'protections', 'for', 'preexisting', 'conditions', '.']",pantsfire
"['There', 'was', 'tremendous', 'cheating', 'in', 'New', 'York']",pantsfire
"['CDC', 'announces', 'that', 'students', 'may', 'be', 'kept', 'from', 'parents', 'overnight', 'as', 'Ohio', 'sets', 'up', 'COVID19', 'FEMA', 'camps', '.']",pantsfire
"['Says', 'President', 'Trump', 'posted', 'a', 'combative', 'tweet', 'to', 'EA', 'Sports', 'about', 'Colin', 'Kaepernick', '.']",pantsfire
"['The', 'CDC', 'has', 'removed', 'the', 'Covid19', 'Pandemic', 'and', 'replaced', 'it', 'with', 'Covid19', 'Outbreak', 'on', 'their', 'website', '.', 'It', 'was', 'never', 'a', 'pandemic', '.']",pantsfire
"['Says', 'President', 'Donald', 'Trump', 'never', 'downplayed', 'the', 'virus', '.']",pantsfire
"['Says', 'Kamala', 'Harris', 'is', 'not', 'able', 'to', 'be', 'VP', '.', 'Because', 'she', 's', 'a', 'felon', '.', 'She', 'lied', 'on', 'her', 'application', 'to', 'buy', 'a', 'gun', 'here', 'in', 'CA', '.']",pantsfire
"['The', 'post', 'office', 'right', 'now', 'this', 'year', 'is', 'operating', 'with', 'about', 'a', '$', '12', 'billion', 'surplus', '.']",pantsfire
"['I', 'never', 'called', 'John', 'McCain', 'a', 'loser', '.']",pantsfire
"['Photo', 'shows', 'Whoopi', 'Goldberg', 'wearing', 'a', 'shirt', 'insulting', 'Donald', 'Trump', '.']",pantsfire
"['Only', '6', 'of', 'the', 'people', 'actually', 'died', 'from', 'COVID', '.', 'The', 'others', 'died', 'from', 'other', 'reasons', '.']",pantsfire
"['PELOSI', 'says', 'if', 'President', 'TRUMP', 'wins', 'she', 'will', 'resign']",pantsfire
"['PEDOPHILIA', 'is', 'now', 'LEGAL', 'in', 'CALIFORNIA', '.', 'Now', 'a', '21', 'year', 'old', 'can', 'have', 'sex', 'with', 'an', '11', 'year', 'old', 'and', 'not', 'be', 'listed', 'on', 'the', 'sex', 'registry', 'as', 'a', 'sex', 'offender', '.']",pantsfire
"['Covid19', 'means', 'certificate', 'of', 'identification', 'of', 'vaccination', 'with', 'artificial', 'intelligence', '.']",pantsfire
"['Says', 'Chadwick', 'Boseman', 'was', 'poisoned', 'and', 'his', 'death', 'is', 'being', 'investigated', 'as', 'a', 'homicide', '.']",pantsfire
"['If', 'I', 'did', 'nt', 'INSIST', 'on', 'having', 'the', 'National', 'Guard', 'activate', 'and', 'go', 'into', 'Kenosha', 'Wisconsin', 'there', 'would', 'be', 'no', 'Kenosha', 'right', 'now', '.']",pantsfire
"['California', 'voters', 'who', 'go', 'to', 'the', 'polls', 'to', 'vote', 'in', 'person', 'will', 'be', 'TURNED', 'AWAY', ' ', 'CANNOT', 'VOTE', 'unless', 'they', 'change', 'their', 'voting', 'preference', 'to', 'NO', 'to', 'mail', 'in', 'voting', '.']",pantsfire
"['Says', 'Ady', 'Barkan', 'asked', 'Joe', 'Biden', 'Do', 'we', 'agree', 'that', 'we', 'can', 'redirect', 'some', 'of', 'the', 'funding', 'for', 'police']",pantsfire
"['Says', 'Joe', 'Biden', 'was', 'asleep', 'and', 'snoring', 'during', 'a', 'TV', 'interview', '.']",pantsfire
"['The', 'CDC', 'adjusted', 'the', 'US', 'Covid', 'deaths', 'from', '153504', 'to', '9210', '.']",pantsfire
"['If', 'you', 'vote', 'by', 'mail', 'your', 'personal', 'information', 'will', 'be', 'part', 'of', 'a', 'public', 'database', 'that', 'will', 'be', 'used', 'by', 'police', 'departments', 'to', 'track', 'down', 'old', 'warrants', 'and', 'be', 'used', 'by', 'credit', 'card', 'companies', 'to', 'collect', 'outstanding', 'debt', '.', 'The', 'CDC', 'is', 'even', 'pushing', 'to', 'use', 'records', 'for', 'mailin', 'voting', 'to', 'track', 'people', 'for', 'mandatory', 'vaccines', '.']",pantsfire
"['Says', 'Mark', 'Kelly', 'wants', 'to', 'defund', 'the', 'police', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'abandoned', 'Scranton', '.']",pantsfire
"['Suggests', 'the', 'alleged', 'Kenosha', 'shooters', 'father', 'is', 'a', 'deputy', 'in', 'the', 'Kenosha', 'sheriffs', 'department', '.']",pantsfire
"['Says', 'Jill', 'Biden', 'said', 'all', 'Americans', 'will', 'be', 'required', 'to', 'learn', 'Spanish', 'when', 'we', 'win']",pantsfire
"['Photo', 'shows', 'Don', 'Lemon', 'and', 'Jeffrey', 'Epstein', 'embracing', '.']",pantsfire
"['Says', 'Nancy', 'Pelosi', 'passed', 'a', 'bill', 'awarding', 'a', '$', '9', 'billion', 'contract', 'to', 'her', 'husbands', 'company', '.']",pantsfire
"['Says', 'Joe', 'Bidens', 'Democratic', 'National', 'Convention', 'speech', 'had', 'to', 'be', 'taped', 'in', 'segments', 'and', 'the', 'segments', 'had', 'to', 'be', 'edited', 'together', '.']",pantsfire
"['So', 'this', 'is', 'just', 'a', 'way', 'they', 're', 'trying', 'to', 'steal', 'the', 'election', 'and', 'everybody', 'knows', 'that', '.', 'Because', 'the', 'only', 'way', 'they', 're', 'going', 'to', 'win', 'is', 'by', 'a', 'rigged', 'election', '.']",pantsfire
"['Photos', 'show', 'former', 'President', 'Barack', 'Obama', 'acting', 'inappropriately', 'with', 'a', 'child', '.']",pantsfire
"['8', 'of', 'the', 'votes', 'cast', 'in', 'Michigans', 'Aug.', '4', 'primary', '864', 'mailed', 'ballots', 'came', 'from', 'dead', 'voters', '.', 'NOTHING', 'TO', 'SEE', 'HERE']",pantsfire
"['Contractors', 'hired', 'by', 'government', 'officials', 'to', 'frame', 'Donald', 'Trump', 'are', 'behind', 'the', 'fake', 'news', 'in', 'mainstream', 'media', 'and', 'recent', 'protests', '.']",pantsfire
"['Says', 'Anthony', 'Fauci', 'Bill', 'Gates', 'George', 'Soros', 'and', 'Jeffrey', 'Epstein', 'are', 'connected', 'with', 'Moderna', 'Inc.', 'and', 'its', 'efforts', 'to', 'create', 'the', 'coronavirus', 'vaccine', '.']",pantsfire
"['Says', 'Donald', 'Trump', 'tweeted', 'WHO', 'Thinks', 'Child', 'Lifes', 'Matter', 'Should', 'Be', 'PAINTED', 'In', 'The', 'STREETS', 'OF', 'HOLLYWOOD']",pantsfire
"['Say', 'Joe', 'Biden', 'is', 'a', 'pedophile', '.']",pantsfire
"['Photo', 'shows', 'Kamala', 'Harriss', 'parents', '.']",pantsfire
"['Says', 'Joe', 'Biden', 'owns', 'a', 'private', 'island', 'next', 'to', 'Jeffrey', 'Epsteins', '.']",pantsfire
"['A', 'photo', 'showing', 'Ellen', 'DeGeneres', 'with', 'a', 'girl', 'is', 'evidence', 'of', 'a', 'child', 'sextrafficking', 'conspiracy', '.']",pantsfire
"['This', 'man', 'funds', 'ANTIFA', '.', 'He', 'is', 'a', 'real', 'NAZI', '.', 'His', 'name', 'is', 'George', 'Soros', '.']",pantsfire
"['Says', 'Angela', 'Merkel', 'is', 'the', 'daughter', 'of', 'Adolf', 'Hitler', 'Justin', 'Trudeau', 'is', 'the', 'son', 'of', 'Fidel', 'Castro', 'and', 'Barbara', 'Bush', 'is', 'the', 'daughter', 'of', 'Aleister', 'Crowley', '.']",pantsfire
"['Say', 'Sam', 'Hyde', 'identified', 'as', 'perpitrator', 'sic', 'of', 'Beirut', 'explosion']",pantsfire
