Tokenized Statement,Label
"['Immigrants', 'make', 'up', 'a', 'majority', 'of', 'essential', 'workers', 'in', 'places', 'like', 'New', 'York', 'City', '.']",mostlytrue
"['Congressional', 'candidate', 'Chris', 'Jacobs', 'voted', 'against', 'paid', 'leave', 'for', 'COVID19', '.']",mostlytrue
"['Says', 'Wisconsin', 'measures', 'have', 'prevented', 'the', 'death', 'of', 'at', 'least', '300', 'Wisconsinites', 'and', 'perhaps', 'as', 'many', 'as', '1400', 'lives', '.']",mostlytrue
"['COVID19', 'is', 'here', 'to', 'stay', 'and', 'we', 'need', 'to', 'accept', 'that', 'and', 'be', 'prepared', 'to', 'deal', 'with', 'COVID', 'long', 'term', '.']",mostlytrue
"['Some', 'states', 'like', 'Montana', 'and', 'Nebraska', 'are', 'getting', 'more', 'than', '$', '300000', 'in', 'federal', 'stimulus', 'money', 'per', 'reported', 'COVID19', 'case', '.', 'New', 'York', 'is', 'the', 'hardesthit', 'state', 'and', 'yet', 'we', 'are', 'getting', 'only', 'about', '$', '12000', 'per', 'case', '.']",mostlytrue
"['During', 'the', '1918', 'flu', 'pandemic', 'San', 'Francisco', 'residents', 'formed', 'the', 'AntiMask', 'League', '.', 'San', 'Francisco', 'was', 'ultimately', 'one', 'of', 'the', 'cities', 'that', 'suffered', 'the', 'most', 'with', 'a', 'high', 'death', 'rate', '.']",mostlytrue
"['The', 'facility', 'NextGen', 'Precision', 'Health', 'Institute', 'construction', 'alone', 'will', 'bring', '3400', 'jobs', 'and', '$', '472', 'million', 'in', 'revenue', 'to', 'Missouri', '.']",mostlytrue
"['Says', 'Department', 'of', 'Health', 'Services', 'Secretary', 'Andrea', 'Palm', 'is', 'a', 'career', 'bureaucrat', 'with', 'no', 'past', 'ties', 'to', 'Wisconsin', '.']",mostlytrue
"['Stayathome', 'orders', 'actually', 'are', 'the', 'law', 'of', 'these', 'states', '.']",mostlytrue
"['During', 'the', 'flu', 'pandemic', 'of', '1918', 'some', 'cities', 'lifted', 'social', 'distancing', 'measures', 'too', 'fast', 'too', 'soon', 'and', 'created', 'a', 'second', 'wave', 'of', 'pandemic', '.']",mostlytrue
"['Says', '3.5', 'million', 'U.S.', 'citizens', 'lost', 'their', 'employertied', 'health', 'insurance', 'in', 'March', 'while', 'zero', 'lost', 'their', 'coverage', 'in', '20', 'other', 'large', 'nations', 'combined', '.']",mostlytrue
"['Images', 'show', 'COVID19', 'victims', 'being', 'buried', 'in', 'mass', 'graves', 'in', 'New', 'York', 'City', '.']",mostlytrue
"['It', 'has', 'been', 'estimated', 'that', 'only', '12', 'of', 'workers', 'in', 'businesses', 'that', 'are', 'likely', 'to', 'stay', 'open', 'during', 'this', 'crisis', 'are', 'receiving', 'paid', 'sick', 'leave', 'benefits', 'as', 'a', 'result', 'of', 'the', 'second', 'coronavirus', 'relief', 'package', '.']",mostlytrue
"['Says', 'a', 'California', 'surfer', 'was', 'alone', 'in', 'the', 'ocean', 'when', 'he', 'was', 'arrested', 'for', 'violating', 'the', 'states', 'stayathome', 'order', '.']",mostlytrue
"['Says', 'for', 'the', 'coronavirus', 'the', 'death', 'rate', 'in', 'Texas', 'per', 'capita', 'of', '29', 'million', 'people', 'were', 'one', 'of', 'the', 'lowest', 'in', 'the', 'country', '.']",mostlytrue
"['Says', 'a', 'study', 'projects', 'Wisconsins', 'coronavirus', 'cases', 'will', 'peak', 'on', 'April', '26', '2020']",mostlytrue
"['Says', 'truck', 'drivers', 'are', 'being', 'turned', 'away', 'from', 'fastfood', 'restaurants', 'during', 'the', 'COVID19', 'pandemic', '.']",mostlytrue
"['Bill', 'Gates', 'told', 'us', 'about', 'the', 'coronavirus', 'in', '2015', '.']",mostlytrue
"['Says', 'Nancy', 'Pelosis', 'coronavirus', 'bill', 'includes', 'tax', 'credits', 'for', 'solar', 'and', 'wind', 'energy', ' ', 'retirement', 'plans', 'for', 'community', 'newspaper', 'employees', ' ', '$', '300', 'million', 'for', 'PBS', ' ', 'climate', 'change', 'studies', 'and', 'more', '.']",mostlytrue
"['Says', 'it', 'was', 'unquestionably', 'not', 'within', 'his', 'legal', 'authority', 'to', 'postpone', 'Illinois', 'primary', 'election', 'by', 'changing', 'the', 'date', 'or', 'shifting', 'to', 'votebymail', '.']",mostlytrue
"['Wisconsin', 'is', 'the', 'only', 'state', 'where', 'all', 'Republicans', 'voted', 'against', 'protecting', 'its', 'citizens', '.']",mostlytrue
"['2019', 'coronavirus', 'can', 'live', 'for', 'up', 'to', '3', 'hours', 'in', 'the', 'air', 'up', 'to', '4', 'hours', 'on', 'copper', 'up', 'to', '24', 'hours', 'on', 'cardboard', 'up', 'to', '3', 'days', 'on', 'plastic', 'and', 'stainless', 'steel', '.']",mostlytrue
"['Says', '93000', 'blacks', 'did', 'nt', 'vote', 'in', 'Milwaukee', 'in', '2016']",mostlytrue
"['Says', '80', 'of', 'novel', 'coronavirus', 'cases', 'are', 'mild', '.']",mostlytrue
"['During', 'the', '2009', 'swine', 'flu', 'outbreak', 'Biden', 'made', 'reckless', 'comments', 'unsupported', 'by', 'science', ' ', 'the', 'experts', '.', 'The', 'Obama', 'Admin', 'had', 'to', 'clean', 'up', 'his', 'mess', ' ', 'apologize', 'for', 'his', 'ineptitude', '.']",mostlytrue
"['Car', 'thefts', 'are', 'increasing', 'in', '8', 'of', 'the', '10', 'most', 'populous', 'Wisconsin', 'counties', '.']",mostlytrue
"['Says', 'Joe', 'Biden', 'attacked', 'voters', 'this', 'primary', 'saying', 'damn', 'liar', 'full', 'of', 's', 'and', 'dogfaced', 'pony', 'soldier', '.']",mostlytrue
"['Trade', 'agreements', 'like', 'NAFTA', 'and', 'permanent', 'normal', 'trade', 'relations', 'with', 'China', 'which', 'forced', 'American', 'workers', 'to', 'compete', 'against', 'people', 'making', 'pennies', 'an', 'hour', 'has', 'resulted', 'in', 'the', 'loss', 'of', '160000', 'jobs', 'here', 'in', 'Michigan', '.']",mostlytrue
"['In', 'Boone', 'County', 'Missouri', 'with', 'a', '1.7', 'unemployment', 'rate', 'we', 'ca', 'nt', 'find', 'enough', 'people', 'we', 'ca', 'nt', 'fill', 'all', 'the', 'job', 'openings', '.']",mostlytrue
"['Says', 'Bernie', 'Sanders', 'voted', 'against', 'the', 'Brady', 'Bill', 'five', 'times', 'for', 'background', 'checks', 'on', 'people', '.']",mostlytrue
"['Prescription', 'drug', 'companies', 'are', 'charging', 'Americans', 'prices', 'that', 'are', 'on', 'average', '4x', 'higher', 'than', 'what', 's', 'charged', 'in', 'other', 'countries', '.']",mostlytrue
"['The', 'United', 'States', 'is', 'actually', 'screening', 'fewer', 'people', 'for', 'the', 'coronavirus', 'than', 'other', 'countries', 'because', 'we', 'do', 'nt', 'have', 'appropriate', 'testing', '.']",mostlytrue
"['Mike', 'Bloomberg', 'owns', 'more', 'wealth', 'than', 'the', 'bottom', '125', 'million', 'Americans', '.']",mostlytrue
"['Says', 'Sen.', 'Thom', 'Tillis', 'voted', 'to', 'take', 'away', 'coverage', 'for', 'people', 'with', 'preexisting', 'conditions', '.']",mostlytrue
"['Three', 'Chinese', 'nationals', 'were', 'apprehended', 'trying', 'to', 'cross', 'our', 'Southern', 'border', 'illegally', '.', 'Each', 'had', 'flulike', 'symptoms', '.', 'Border', 'Patrol', 'quickly', 'quarantined', 'them', 'and', 'assessed', 'any', 'threat', 'of', 'coronavirus', '.']",mostlytrue
"['There', 's', 'an', 'Amazon', 'distribution', 'center', 'that', 'was', 'advertising', 'last', 'time', 'I', 'was', 'there', 'up', 'to', '$', '12.75', 'an', 'hour', '.', 'Your', 'parents', 'made', 'that', 'three', 'decades', 'ago', '.']",mostlytrue
"['When', 'Fidel', 'Castro', 'came', 'into', 'office', 'you', 'know', 'what', 'he', 'did', 'He', 'had', 'a', 'massive', 'literacy', 'program', '.']",mostlytrue
"['Says', 'black', 'babies', 'die', 'at', 'rates', 'twice', 'as', 'high', 'as', 'white', 'babies', 'because', 'of', 'a', 'lack', 'of', 'access', 'to', 'affordable', 'health', 'care', '.']",mostlytrue
"['Says', 'Melania', 'Trump', 'lied', 'under', 'oath', 'in', '2013', 'about', 'graduating', 'from', 'college', 'with', 'a', 'bachelors', 'degree', 'in', 'architecture', '.']",mostlytrue
"['Says', 'Mike', 'Bloomberg', 'is', 'a', 'candidate', 'who', 'in', '2015', 'stated', 'and', 'I', 'quote', 'I', 'for', 'example', 'am', 'not', 'in', 'favor', 'have', 'never', 'been', 'in', 'favor', 'of', 'raising', 'the', 'minimum', 'wage', '.']",mostlytrue
"['Trump', 'just', 'cut', 'the', 'scheduled', 'federal', 'pay', 'raise', 'stating', 'that', 'he', 'ca', 'nt', 'do', 'it', 'now', 'because', 'of', 'serious', 'economic', 'conditions', 'in', 'America', '.']",mostlytrue
"['We', 've', 'also', 'seen', 'in', 'the', 'time', 'that', 'he', 's', 'Donald', 'Trump', 'been', 'president', 'an', 'increase', 'in', 'carbon', 'emissions', 'going', 'absolutely', 'in', 'the', 'wrong', 'way', '.']",mostlytrue
"['House', 'Democrats', 'have', 'passed', 'more', 'than', '275', 'bipartisan', 'bills', 'this', 'Congress', '.']",mostlytrue
"['Says', 'a', 'court', 'has', 'ordered', 'North', 'Carolina', 'to', 'step', 'up', 'significantly', 'its', 'funding', 'for', 'education', '.']",mostlytrue
"['Trumps', 'daughter', 'works', 'at', 'the', 'White', 'House', '.', 'Her', 'husband', 'works', 'at', 'the', 'White', 'House', '.', 'Rudys', 'son', 'works', 'at', 'the', 'White', 'House', '.', 'Barrs', 'soninlaw', 'works', 'at', 'the', 'White', 'House', '.', 'Barrs', 'daughter', 'works', 'at', 'Treasury', '.', 'Trumps', 'sons', 'do', 'foreign', 'business', '.', 'Trumps', 'daughter', 'is', 'getting', 'Chinese', 'patents', 'and', 'Saudi', 'grants', '.']",mostlytrue
"['Everyone', 'on', 'this', 'stage', 'except', 'Amy', 'Klobuchar', 'and', 'me', 'is', 'either', 'a', 'billionaire', 'or', 'is', 'receiving', 'help', 'from', 'PACs', 'that', 'can', 'do', 'unlimited', 'spending', '.']",mostlytrue
"['Says', 'San', 'Antonio', 'has', 'the', 'lowest', 'per', 'capita', 'income', 'of', 'any', 'major', 'Texas', 'city', '.']",mostlytrue
"['Very', 'close', 'to', '160', 'million', 'people', 'are', 'now', 'working', 'in', 'the', 'United', 'States', '.', 'Nobodys', 'ever', 'even', 'come', 'close', 'to', 'that', 'number', '.']",mostlytrue
"['Over', 'the', 'past', 'two', 'years', 'climate', 'and', 'weather', 'disaster', 'damage', 'has', 'cost', 'the', 'U.S.', 'over', '$', '400', 'billion', '.']",mostlytrue
"['All', 'of', 'the', 'aid', 'has', 'not', 'arrived', 'to', 'Ukraine', '.']",mostlytrue
"['Over', 'the', 'past', 'year', 'Illinois', 'has', 'reduced', 'its', 'unemployment', 'rate', 'more', 'than', 'all', 'of', 'the', 'top', '20', 'most', 'populated', 'states', 'in', 'the', 'nation', ' ', 'and', 'more', 'than', 'our', 'Midwestern', 'peers', '.']",mostlytrue
"['Right', 'now', '5', 'of', 'Americans', 'donate', 'to', 'candidates', '.']",mostlytrue
"['The', 'Machinists', 'Union', 'does', 'not', 'support', 'the', 'USMCA', 'trade', 'deal', '.', 'And', 'every', 'environmental', 'organization', 'in', 'this', 'countryalso', 'opposes', 'it', '.']",mostlytrue
"['We', 'were', 'living', 'outside', 'of', 'Houston', 'and', 'that', 's', 'when', 'I', 'found', 'it', 'a', 'commuter', 'college', '45', 'minutes', 'away', 'that', 'cost', '$', '50', 'a', 'semester', '.']",mostlytrue
"['Says', 'Iranian', 'Gen.', 'Qassem', 'Soleimani', 'was', 'a', 'designated', 'terrorist', 'by', 'President', 'Obama', 'who', 'did', 'nt', 'do', 'anything', 'about', 'it', '.']",mostlytrue
"['We', 'cut', 'New', 'York', 'Citys', 'carbon', 'footprint', 'twice', 'as', 'much', 'as', 'the', 'rest', 'of', 'the', 'country', '.']",mostlytrue
"['Says', 'Betsy', 'DeVos', 'is', 'the', 'most', 'unpopular', 'person', 'in', 'our', 'government', '.']",mostlytrue
"['Child', 'care', 'costs', 'account', 'for', '24', 'of', 'a', 'WI', 'familys', 'budget', '.']",mostlytrue
"['You', 'have', 'literally', '140', 'people', 'dying', 'every', 'day', 'of', 'opioidrelated', 'overdoses', '.']",mostlytrue
"['Says', 'his', 'opponent', 'for', 'NC', 'Insurance', 'Commissioner', 'is', 'a', 'perennial', 'candidate', 'over', '30', 'years', '.']",mostlytrue
"['Defendants', 'charged', 'with', 'producing', 'directing', 'or', 'promoting', 'an', 'obscene', 'sexual', 'performance', 'by', 'a', 'child', 'will', 'be', 'arraigned', ' ', 'set', 'free', '.']",mostlytrue
"['You', 'have', 'to', 'have', 'congressional', 'authority', 'to', 'close', 'Guantanamo', 'Bay', 'prison', '.']",mostlytrue
"['Says', 'President', 'Donald', 'Trump', 'has', 'not', 'given', 'this', 'Congress', 'a', 'single', 'email', 'phone', 'record', 'or', 'document', '.']",mostlytrue
"['West', 'Virginia', 'is', 'sixth', 'overall', 'in', 'the', 'average', 'number', 'of', 'atrisk', 'youth', '.']",mostlytrue
"['China', 'today', 'is', 'burning', 'seven', 'to', 'eight', 'times', 'the', 'amount', 'of', 'coal', 'that', 'were', 'burning', 'in', 'the', 'United', 'States', '.']",mostlytrue
"['The', 'President', 'wants', 'to', 'cut', '3', 'MILLION', 'people', 'from', 'SNAP', 'including', 'children', 'seniors', 'and', 'veterans', '.']",mostlytrue
"['No', 'other', 'city', 'in', 'America', 'did', 'what', 'New', 'York', 'did', '.', 'We', 'reduced', 'murders', 'by', '50', 'reduced', 'police', 'shootings', 'to', 'historic', 'lows', 'reduced', 'the', 'number', 'of', 'people', 'incarcerated', 'by', 'nearly', '40', '.']",mostlytrue
"['In', 'Texas', 'Latinas', 'make', 'less', 'than', '$', '0.45', 'for', 'every', 'dollar', 'a', 'man', 'makes', '.', 'That', 'makes', 'us', '49th', 'in', 'the', 'nation', '.']",mostlytrue
"['Says', '1000', 'people', 'failed', 'gun', 'background', 'checks', 'in', 'Wisconsin', 'in', '2018', 'but', 'almost', 'none', 'of', 'them', 'were', 'prosecuted', 'for', 'trying', 'to', 'do', 'a', 'background', 'check', 'and', 'illegally', 'buy', 'a', 'weapon', '.']",mostlytrue
"['We', 'now', 'have', 'the', 'first', 'decline', 'in', 'overdose', 'deaths', 'due', 'to', 'drugs', 'in', '30', 'years', ' ', 'since', '1990', '.']",mostlytrue
"['President', 'Trump', 'has', 'nt', 'built', 'any', 'new', 'border', 'wall', 'during', 'his', 'time', 'in', 'office', '.']",mostlytrue
"['While', 'previous', 'clemency', 'boards', 'granted', 'restoration', 'of', 'civil', 'rights', 'to', 'thousands', 'of', 'Floridians', 'so', 'far', 'this', 'year', 'under', 'this', 'clemency', 'board', 'four', 'felons', 'have', 'gotten', 'their', 'rights', 'back', '.']",mostlytrue
"['Since', 'President', 'Donald', 'Trumps', 'election', '36000', 'jobs', 'have', 'been', 'created', 'in', 'WI', '.']",mostlytrue
"['$', '53', 'million', 'a', 'week', 'is', 'coming', 'across', 'the', 'border', 'in', 'drugs', '.']",mostlytrue
"['Confederate', 'veterans', 'were', 'conferred', 'with', 'many', 'of', 'the', 'same', 'benefits', 'of', 'other', 'United', 'States', 'military', 'veterans', 'by', 'Acts', 'of', 'Congress', 'back', 'in', '1929', 'and', '1957', '.']",mostlytrue
"['The', 'Russians', 'are', 'violating', 'all', 'of', 'the', 'rules', 'treaties', 'understandings', 'that', 'they', 'committed', 'to', 'that', 'actually', 'kept', 'the', 'peace', 'in', 'Europe', 'for', 'nearly', '70', 'years', '.']",mostlytrue
"['Its', 'only', 'a', 'federal', 'crime', 'for', 'the', 'inspector', 'general', 'to', 'out', 'a', 'whistleblower', '.']",mostlytrue
"['In', 'WI', 'over', '79', 'of', 'Title', 'X', 'patients', 'rely', 'on', 'Planned', 'Parenthood', 'for', 'their', 'basic', 'health', 'care', '.']",mostlytrue
"['President', 'Trump', 'has', 'lifted', 'the', 'prospect', 'of', 'voters', 'across', 'Vermont', 'overseeing', 'a', '11742', 'decline', 'of', 'Vermont', 'residents', 'on', 'food', 'stamps', '.']",mostlytrue
"['Says', 'Thom', 'Tillis', 'voted', 'to', 'support', 'Trumps', 'emergency', 'declaration', 'to', 'fund', 'the', 'border', 'wall', 'even', 'though', 'it', 'would', 'raid', '$', '80', 'million', 'from', 'North', 'Carolina', '.']",mostlytrue
"['When', 'it', 'comes', 'to', 'electability', 'every', 'single', 'time', 'my', 'party', 'has', 'won', 'the', 'presidency', 'in', 'the', 'last', '50', 'years', 'its', 'been', 'with', 'a', 'candidate', 'who', 'was', 'new', 'on', 'the', 'national', 'scene', 'had', 'nt', 'spent', 'a', 'lot', 'of', 'time', 'in', 'Washington', 'and', 'represented', 'a', 'new', 'generation', 'of', 'leadership', '.']",mostlytrue
"['There', 's', 'more', 'African', 'American', 'males', 'in', 'the', 'penal', 'system', 'right', 'now', 'than', 'there', 'were', 'enslaved', 'at', 'the', 'height', 'of', 'slavery', '.']",mostlytrue
"['Wages', 'are', 'on', 'the', 'rise', ' ', 'in', 'fact', 'we', 'were', 'the', 'top', 'smallbusiness', 'wage', 'growth', 'state', 'in', 'the', 'nation', '.']",mostlytrue
"['I', 'entered', 'as', 'one', 'of', 'the', 'poorest', 'men', 'in', 'Congress', 'left', 'one', 'of', 'the', 'poorest', 'men', 'in', 'government', 'in', 'Congress', 'and', 'as', 'vice', 'president', '.']",mostlytrue
"['Says', 'that', 'in', 'Illinois', 'fewer', 'than', '20', 'of', 'those', 'actually', 'deported', 'have', 'been', 'charged', 'with', 'any', 'serious', 'crime', '.']",mostlytrue
"['Most', 'people', 'below', '$', '50000', 'do', 'nt', 'pay', 'any', 'income', 'tax', '.', 'The', 'top', '1', 'percent', 'in', 'our', 'country', 'pay', '40', '.']",mostlytrue
"['Says', 'about', 'universal', 'basic', 'income', 'Thomas', 'Paine', 'was', 'for', 'it', 'at', 'our', 'founding', '...', 'Martin', 'Luther', 'King', 'champion', 'in', 'the', '60s', 'called', 'it', 'a', 'guaranteed', 'minimum', 'income', 'for', 'all', 'Americans', 'It', 'passed', 'the', 'U.S.', 'House', 'of', 'Representatives', 'twice', 'in', '1971', '.']",mostlytrue
"['Back', 'when', 'I', 'was', 'studying', 'it', 'two', 'out', 'of', 'three', 'families', 'that', 'ended', 'up', 'in', 'bankruptcy', 'after', 'a', 'serious', 'medical', 'problem', 'had', 'health', 'insurance', '.']",mostlytrue
"['Says', '90', 'of', 'policemen', 'are', 'for', 'expanding', 'background', 'checks', 'to', 'all', 'gun', 'sales', '.']",mostlytrue
"['Were', 'no', 'longer', 'the', 'wealthiest', 'middle', 'class', 'in', 'the', 'world', '.']",mostlytrue
"['The', 'average', 'bridge', 'in', 'Missouri', 'is', '48', 'years', 'old', ' ', 'most', 'were', 'only', 'designed', 'to', 'last', 'for', '50', 'years', '.']",mostlytrue
"['The', 'United', 'States', 'is', '1', 'in', 'oil', 'consumption', 'in', 'the', 'world', '.']",mostlytrue
"['49', 'of', 'all', 'new', 'income', 'goes', 'to', 'the', 'top', '1', '.']",mostlytrue
"['Womens', 'unemployment', 'has', 'been', 'lower', 'under', 'President', 'Trump', 'than', 'its', 'been', 'in', 'nearly', '70', 'years', '.']",mostlytrue
"['Every', 'time', 'we', 'go', 'to', 'court', 'against', 'the', 'Trump', 'administration', 'for', 'the', 'most', 'part', 'we', 'win', '.']",mostlytrue
"['You', 'can', 'have', 'an', 'active', 'warrant', 'for', 'your', 'arrest', 'for', 'murder', 'and', 'legally', 'pass', 'a', 'background', 'check', 'system', 'in', 'the', 'state', 'of', 'Texas', 'to', 'purchase', 'a', 'gun', '.']",mostlytrue
"['Says', 'her', 'office', 'uncovered', '$', '350', 'million', 'in', 'waste', 'and', 'fraud', 'it', 'led', 'to', '40', 'criminal', 'charges', 'against', 'both', 'Republicans', 'and', 'Democrats', '.']",mostlytrue
"['Wisconsin', 'is', 'currently', 'seeing', 'an', 'influx', 'of', 'new', 'residents', 'Illinois', 'is', 'seeing', 'an', 'outflux', '.']",mostlytrue
"['What', 'was', 'the', 'reality', 'for', 'most', 'Americans', 'during', 'the', 'Obama', 'presidency', 'Most', 'lost', 'wealth', 'and', 'their', 'incomes', 'fell', 'particularly', 'for', 'those', 'at', 'the', 'bottom', 'of', 'the', 'ladder', '.']",mostlytrue
"['From', '2010', 'to', '2017', 'natural', 'gas', 'production', 'plummeted', 'by', 'nearly', '70', 'percent', 'in', 'New', 'York', 'but', 'it', 'soared', 'almost', '1000', 'percent', 'in', 'Pennsylvania', '.']",mostlytrue
"['Most', 'climate', 'scientists', 'agree', 'that', 'we', 'only', 'have', 'less', 'than', 'a', 'decade', 'to', 'turn', 'things', 'around', 'or', 'else', 'well', 'be', 'stuck', 'with', 'a', 'worst', 'case', 'scenario', 'including', 'rising', 'sea', 'levels', 'devastating', 'droughts', 'and', 'worsening', 'famines', '.']",mostlytrue
"['We', 'lag', 'behind', 'many', 'other', 'developed', 'nations', 'in', 'connectivity', 'and', 'speed', 'while', 'also', 'paying', 'more', 'for', 'that', 'service', '.']",mostlytrue
"['Last', 'year', 'South', 'Carolina', 'spent', '$', '21756', 'per', 'prison', 'inmate', 'and', '$', '11552', 'per', 'student', '.']",mostlytrue
"['Since', 'the', 'passage', 'of', 'Tax', 'Cuts', 'real', 'disposable', 'personal', 'income', 'per', 'household', 'has', 'increased', '$', '5205', '.']",mostlytrue
"['On', 'average', '65', 'of', 'gun', 'deaths', 'in', 'America', 'are', 'from', 'suicides', '.']",mostlytrue
"['Criminals', 'do', 'nt', 'go', 'through', 'gun', 'background', 'checks', '.', 'I', 'think', 'its', 'like', '3', 'go', 'through', 'a', 'background', 'check', '.']",mostlytrue
"['African', 'Americans', 'are', 'three', 'to', 'four', 'times', 'more', 'likely', 'to', 'be', 'arrested', 'for', 'drug', 'crimes', 'and', 'nine', 'times', 'more', 'likely', 'to', 'be', 'imprisoned', '.']",mostlytrue
"['Last', 'year', 'we', 'prosecuted', 'a', 'record', 'number', 'of', 'firearms', 'offenses', '.']",mostlytrue
"['Says', 'Kamala', 'Harris', 'oversaw', 'a', 'police', 'department', 'that', 'was', 'abusing', 'peoples', 'rights', 'and', 'that', 'she', 'did', 'not', 'disclose', 'to', 'defense', 'attorneys', 'when', 'there', 'was', 'exculpatory', 'evidence', 'She', 'did', 'nt', 'do', 'that', '.', 'She', 'never', 'did', 'it', '.', 'And', 'so', 'what', 'happened', 'Along', 'came', 'a', 'federal', 'judge', 'and', 'said', 'enough', 'enough', 'and', 'he', 'freed', '1000', 'of', 'these', 'people', '.']",mostlytrue
"['You', 'look', 'at', 'the', 'homelessness', 'situation', '.', 'Take', 'a', 'city', 'like', 'Tokyo', 'which', 'has', 'more', 'people', 'than', 'New', 'York', 'City', '.', 'There', 's', 'no', 'homelessness', 'there', '.']",mostlytrue
"['Reagan', 'took', 'the', 'deficit', 'from', '$', '70', 'billion', 'to', '$', '175', 'billion', '.', 'Bush', '41', 'took', 'it', 'to', '$', '300', 'billion', '.', 'Clinton', 'got', 'it', 'to', 'zero', '.', 'Bush', '43', 'took', 'it', 'from', 'zero', 'to', '$', '1.2', 'trillion', '.', 'Obama', 'halved', 'it', 'to', '$', '600', 'billion', '.', 'Trumps', 'got', 'it', 'back', 'to', 'a', 'trillion', '.']",mostlytrue
"['We', 'are', 'incarcerating', 'more', 'children', 'than', 'any', 'time', '...', 'since', 'we', 'interned', 'JapaneseAmericans', 'during', 'World', 'War', 'II']",mostlytrue
"['There', 'are', 'literally', 'two', 'pharmaceutical', 'lobbyists', 'for', 'every', 'member', 'of', 'Congress', '.']",mostlytrue
"['Republicans', 'are', 'advancing', 'federal', 'judges', 'who', 'wo', 'nt', 'even', 'say', 'that', 'Brown', 'vs.', 'Board', 'of', 'Education', 'was', 'properly', 'decided', '.']",mostlytrue
"['At', 'the', 'same', 'time', 'President', 'Trump', 'talks', 'about', 'supporting', 'veterans', 'he', 'is', 'deporting', 'service', 'members', 'who', 'have', 'volunteered', 'to', 'serve', 'this', 'country', '.']",mostlytrue
"['In', '2014', '...', 'in', 'McDowell', 'County', 'W.Va', '.', 'one', 'of', 'the', 'poorest', 'counties', 'in', 'the', 'nation', 'life', 'expectancy', 'for', 'men', 'was', '64', 'years', '.', 'In', 'Fairfax', 'County', 'Va.', 'a', 'wealthy', 'county', 'just', '350', 'miles', 'away', 'life', 'expectancy', 'was', 'nearly', '82', 'years', 'an', '18', 'year', 'differential', '.', 'The', 'life', 'expectancy', 'gap', 'for', 'women', 'in', 'the', 'two', 'counties', 'was', '12', 'years', '.']",mostlytrue
"['Says', 'Section', '1325', 'of', 'U.S.', 'immigration', 'law', 'was', 'put', 'into', 'place', 'in', '1929', 'by', 'a', 'segregationist', '.']",mostlytrue
"['We', 'made', 'parity', 'between', 'mental', 'health', 'and', 'physical', 'health', '.', 'It', 'was', 'a', 'fundamental', 'breakthrough', 'in', 'how', 'we', 'thought', 'about', 'how', 'things', 'should', 'work', '.']",mostlytrue
"['No', 'that', 's', 'a', 'mischaracterization', 'of', 'my', 'thinking', '.']",mostlytrue
"['Said', 'The', 'Seven', 'Years', 'Warled', 'to', 'near', 'bankruptcy', 'for', 'many', 'countries', 'Britains', 'need', 'to', 'raise', 'taxes', 'fueled', 'the', 'American', 'desire', 'for', 'independence', '.']",mostlytrue
"['Says', 'I', 'was', 'part', 'of', 'the', 'second', 'class', 'to', 'integrate', 'Berkeley', 'California', 'public', 'schools', '.']",mostlytrue
"['Says', 'Cory', 'Booker', 'has', 'accepted', 'over', '$', '400000', 'from', 'the', 'pharmaceutical', 'industry', 'during', 'his', 'political', 'career', '.']",mostlytrue
"['Prison', 'phone', 'companies', 'charge', 'as', 'much', 'as', '$', '25', 'for', 'a', '15minute', 'call', '.']",mostlytrue
"['If', 'outofstate', 'drivers', 'paid', 'gas', 'tax', 'they', 'would', 'contribute', '$', '73', 'million', 'to', 'fix', 'our', 'roads']",mostlytrue
"['Forty', 'years', 'ago', 'a', 'federal', 'Pell', 'Grant', 'paid', 'for', 'nearly', '80', 'of', 'tuition', 'fees', 'room', 'and', 'board', 'at', 'a', 'fouryear', 'college', '.']",mostlytrue
"['Redflag', 'laws', 'have', 'been', 'shown', 'to', 'reduce', 'the', 'number', 'of', 'suicides', 'by', 'firearms', '.']",mostlytrue
"['Said', 'Dan', 'McCready', 'got', 'nearly', '$', '1', 'million', 'in', 'support', 'from', 'a', 'Nancy', 'Pelosialigned', 'dark', 'money', 'org', 'in', 'the', '2018', 'election', 'cycle', 'right', 'after', 'he', 'tweeted', 'Dark', 'money', 'has', 'no', 'place', 'in', 'our', 'politics', '.']",mostlytrue
"['In', 'the', 'ObamaBiden', 'administration', 'we', 'got', 'China', 'to', 'cut', 'cybertheft', ' ', 'its', 'gotten', 'significantly', 'worse', 'under', 'this', 'administration', '.']",mostlytrue
"['Millions', 'of', 'Americans', 'need', 'mental', 'health', 'care', '.', 'Yet', 'in', 'Iowa', 'there', 'are', 'just', '64', 'public', 'mental', 'health', 'care', 'beds', '.', 'And', 'you', 'see', 'similar', 'numbers', 'across', 'the', 'country', '.']",mostlytrue
"['Its', 'estimated', 'that', 'in', '2018', 'alone', 'dead', 'people', 'received', '$', '1', 'billion', 'in', 'benefits', 'from', 'Medicare', 'Medicaid', 'social', 'security', 'payments', 'and', 'federal', 'pensions', '.']",mostlytrue
"['The', 'ecigarette', 'vaping', 'phenomenon', 'has', 'wiped', 'out', 'all', 'the', 'progress', 'we', 've', 'made', 'on', 'reducing', 'youth', 'smoking', '.']",mostlytrue
"['President', 'Trumps', 'tariffs', 'are', 'taking', '$', '1.4', 'billion', 'out', 'of', 'working', 'peoples', 'pockets', 'every', 'month', '.']",mostlytrue
